iter	CrossEntropy
0	0.635134846
1	0.5892870242
2	0.5560284211
3	0.5264998162
4	0.5030067455
5	0.4825307473
6	0.4677199044
7	0.4537766128
8	0.4424847847
9	0.4333910095
